candidate_id,compute_low,compute_base,compute_high,factor_registry_version,formula_version,compute_measure_class,compute_unit,branch_id,canon_id,model_role,flores_code,script_code,evidence_status,benchmark_profile_id,tokenization_measurement_set_sha256,measurement_profile_registry_file_sha256,measurement_profile_set_hash,direct_measurement_row_hash,source_reference_tokens,target_ratio_low,target_ratio_base,target_ratio_high,target_expansion_E_base,target_fragmentation_P_base,target_codepoint_length_L_base,working_token_fragmentation_F_base,fit_low,fit_base,fit_high,fot_low,fot_base,fot_high,frt_low,frt_base,frt_high,terminology_entries_low,terminology_entries_base,terminology_entries_high,weighted_document_object_units_low,weighted_document_object_units_base,weighted_document_object_units_high,audio_program_minutes_low,audio_program_minutes_base,audio_program_minutes_high,caption_cues_low,caption_cues_base,caption_cues_high,signed_program_minutes_low,signed_program_minutes_base,signed_program_minutes_high
STD-MF-cym_Latn-400K-NAMED-SIGN,4723774.420194,9038794.938819,19620860.69866,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-400K,primary_measured_feature,cym_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:cym_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,a72698e52d9cee1fd2d79d7a624753c7ca095b0980f7c31f6806c301848ab27a,400000,1.634443286,1.719483482,1.793264672,2.134868663,0.805428227,1.070525741,1.606204704,2853784.411922,5022499.301547,9289336.09578,1243101.351072,2156502.244472,4604912.86528,626888.6572,1859793.3928,5726611.7376,400,1600,4800,1400,6660,23400,,,,,,,1776.736,4745.774,12265.93
STD-MF-cym_Latn-400K-COMPLETE-ACCESS,6669826.446802,13658165.625979,31116841.73418,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-400K,primary_measured_feature,cym_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:cym_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,a72698e52d9cee1fd2d79d7a624753c7ca095b0980f7c31f6806c301848ab27a,400000,1.634443286,1.719483482,1.793264672,2.134868663,0.805428227,1.070525741,1.606204704,4393983.369322,7359879.479947,13642559.57098,1434871.22596,3235912.994392,7860561.05856,840971.85152,3062373.15164,9613721.10464,400,1600,4800,1400,6660,23400,2220.92,3954.812,6814.406,44948,85975,170361,1776.736,4745.774,12265.93
STD-MF-dan_Latn-025K-TEXT,187417.596376,352722.959992,804439.903946,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,129022.361737,221852.439077,405703.878576,39645.234639,57620.520916,130486.02537,18750,73250,268250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-dan_Latn-025K-ACCESSIBLE-PUBLICATION,192067.596376,378160.459992,1010439.903946,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,131847.361737,233977.439077,472203.878576,40473.359639,63651.770916,184986.02537,19746.875,80531.25,353250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-dan_Latn-025K-AUDIO,265393.820412,461929.696034,1009320.100726,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,196234.623837,295806.158427,504058.513476,43712.970365,72661.264786,180143.574565,25446.22621,93462.272821,325118.012685,25,100,300,87.5,416.25,1462.5,111.614,198.242,342.497,,,,,,
STD-MF-dan_Latn-025K-CAPTIONS,203845.661901,456153.539017,1020753.808646,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,137236.3945,256329.298752,477808.513476,44573.654296,92097.380591,202590.66027,22035.613105,107726.859675,340354.6349,25,100,300,87.5,416.25,1462.5,,,,2259,4310,8563,,,
STD-MF-dan_Latn-025K-NAMED-SIGN,253129.858476,490630.398692,1092858.443546,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,155307.266577,273567.728589,513860.830926,62644.526374,109335.810428,238642.97772,35178.065525,107726.859675,340354.6349,25,100,300,87.5,416.25,1462.5,,,,,,,89.291,237.89,616.495
STD-MF-dan_Latn-025K-COMPLETE-ACCESS,352184.148037,728705.213759,1720052.545026,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-025K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,25000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,233558.56144,394123.307614,750820.100726,72468.806757,164884.663973,414905.161815,46156.77984,169697.242171,554327.282485,25,100,300,87.5,416.25,1462.5,111.614,198.242,342.497,2259,4310,8563,89.291,237.89,616.495
STD-MF-dan_Latn-100K-TEXT,749670.385504,1410891.83997,3217759.615785,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,516089.446948,887409.756307,1622815.514305,158580.938556,230482.083663,521944.10148,75000,293000,1073000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-dan_Latn-100K-ACCESSIBLE-PUBLICATION,768270.385504,1512641.83997,4041759.615785,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,527389.446948,935909.756307,1888815.514305,161893.438556,254607.083663,739944.10148,78987.5,322125,1413000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-dan_Latn-100K-AUDIO,1061575.281648,1847718.784135,4037280.402905,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,784938.495348,1183224.633707,2016234.053905,174851.88146,290645.059143,720574.29826,101784.90484,373849.091285,1300472.05074,100,400,1200,350,1665,5850,446.457,792.968,1369.988,,,,,,
STD-MF-dan_Latn-100K-CAPTIONS,815382.647604,1824614.15607,4083015.234585,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,548945.577998,1025317.195007,1911234.053905,178294.617186,368389.522363,810362.64108,88142.45242,430907.4387,1361418.5396,100,400,1200,350,1665,5850,,,,9036,17239,34250,,,
STD-MF-dan_Latn-100K-NAMED-SIGN,1012519.433904,1962521.59477,4371433.774185,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,621229.066308,1094270.914357,2055443.323705,250578.105496,437343.241713,954571.91088,140712.2621,430907.4387,1361418.5396,100,400,1200,350,1665,5850,,,,,,,357.165,951.561,2465.979
STD-MF-dan_Latn-100K-COMPLETE-ACCESS,1408736.592148,2914820.855035,6880210.180105,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-100K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,100000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,934234.245758,1576493.230457,3003280.402905,289875.22703,659538.655893,1659620.64726,184627.11936,678788.968685,2217309.12994,100,400,1200,350,1665,5850,446.457,792.968,1369.988,9036,17239,34250,357.165,951.561,2465.979
STD-MF-dan_Latn-400K-TEXT,2998681.542018,5643567.359879,12871038.46314,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,2064357.787794,3549639.025227,6491262.05722,634323.754224,921928.334652,2087776.40592,300000,1172000,4292000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-dan_Latn-400K-ACCESSIBLE-PUBLICATION,3073081.542018,6050567.359879,16167038.46314,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,2109557.787794,3743639.025227,7555262.05722,647573.754224,1018428.334652,2959776.40592,315950,1288500,5652000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-dan_Latn-400K-AUDIO,4246301.126594,7390875.136539,16149121.61162,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,3139753.981394,4732898.534827,8064936.21562,699407.52584,1162580.236572,2882297.19304,407139.61936,1495396.36514,5201888.20296,400,1600,4800,1400,6660,23400,1785.827,3171.871,5479.952,,,,,,
STD-MF-dan_Latn-400K-CAPTIONS,3261530.590418,7298456.624279,16332060.93834,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,2195782.311994,4101268.780027,7644936.21562,713178.468744,1473558.089452,3241450.56432,352569.80968,1723629.7548,5445674.1584,400,1600,4800,1400,6660,23400,,,,36142,68954,136999,,,
STD-MF-dan_Latn-400K-NAMED-SIGN,4050077.735618,7850086.379079,17485735.09674,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,2484916.265234,4377083.657427,8221773.29482,1002312.421984,1749372.966852,3818287.64352,562849.0484,1723629.7548,5445674.1584,400,1600,4800,1400,6660,23400,,,,,,,1428.662,3806.245,9863.914
STD-MF-dan_Latn-400K-COMPLETE-ACCESS,5634946.368594,11659283.420139,27520840.72042,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-400K,primary_measured_feature,dan_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:dan_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,b1f04090b884aecc490d7a1934f4931026705de88ffe8d67551f7d7aeb93e579,400000,1.314245242,1.379074387,1.442092698,1.627694798,0.847256125,1.026468939,1.343513023,3736936.983034,6305972.921827,12013121.61162,1159500.90812,2638154.623572,6638482.58904,738508.47744,2715155.87474,8869236.51976,400,1600,4800,1400,6660,23400,1785.827,3171.871,5479.952,36142,68954,136999,1428.662,3806.245,9863.914
STD-MF-deu_Latn-025K-TEXT,182949.211687,342882.569372,785439.491126,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,126171.367825,215111.875523,393564.725941,38027.843862,54520.693849,123624.765185,18750,73250,268250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-deu_Latn-025K-ACCESSIBLE-PUBLICATION,187599.211687,368320.069372,991439.491126,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,128996.367825,227236.875523,460064.725941,38855.968862,60551.943849,178124.765185,19746.875,80531.25,353250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-deu_Latn-025K-AUDIO,257745.480975,445952.063906,978708.324516,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,190642.289625,284904.753173,486641.468391,41931.09917,68729.269379,170379.473533,25172.09218,92318.041354,321687.382593,25,100,300,87.5,416.25,1462.5,106.958,186.28,317.427,,,,,,
STD-MF-deu_Latn-025K-CAPTIONS,198691.942137,440071.885847,985919.718476,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,134042.73305,247508.314348,460391.468391,42750.662997,86917.132674,190451.507635,21898.54609,105646.438825,335076.74245,25,100,300,87.5,416.25,1462.5,,,,2165,4050,7936,,,
STD-MF-deu_Latn-025K-NAMED-SIGN,245920.133487,472468.324672,1052746.460926,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,151359.736545,263706.53376,493804.839616,60067.666492,103115.352087,223864.87886,34492.73045,105646.438825,335076.74245,25,100,300,87.5,416.25,1462.5,,,,,,,85.566,223.535,571.369
STD-MF-deu_Latn-025K-COMPLETE-ACCESS,341109.133225,698164.635681,1652495.521666,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-025K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,25000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,226527.02357,378020.850235,720208.324516,69521.865935,155751.616442,391946.329658,45060.24372,164392.169004,540340.867492,25,100,300,87.5,416.25,1462.5,106.958,186.28,317.427,2165,4050,7936,85.566,223.535,571.369
STD-MF-deu_Latn-100K-TEXT,731796.846748,1371530.277488,3141757.964505,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-100K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,100000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,504685.4713,860447.502091,1574258.903765,152111.375448,218082.775397,494499.06074,75000,293000,1073000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-deu_Latn-100K-ACCESSIBLE-PUBLICATION,750396.846748,1473280.277488,3965757.964505,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-100K,primary_measured_feature,deu_Latn,Latn,MEASURED_COMMON_BENCHMARK,flores:deu_Latn,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,858caab88796733079445b001885dfd4935daecb8a1e77ac870b96d65d3f4eca,100000,1.259418436,1.295857553,1.336534849,1.58571849,0.817205299,1.165519907,1.111827902,515985.4713,908947.502091,1840258.903765,155423.875448,242207.775397,712499.06074,78987.5,322125,1413000,100,400,1200,350,1665,5850,,,,,,,,,
