authorization_id,authorization_status,authorization_tier,reason,edition_target_id,canonical_language_target_id,regional_stratum_id,evidence_identity_id,source_lane,source_record_id,evidence_role,measure_class,population_unit,population_low_persons,population_base_persons,population_high_persons,population_bound_type,normalized_population_low_persons,normalized_population_high_persons,population_definition,reference_year,territory,script_or_mode,source_ids,source_urls,source_locators,source_registry_row_hashes,target_binding,population_rankability_status,rank_eligibility_source_label,additivity_class,overlap_group,target_exactness,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,local_work_exclusion,synthetic_or_model_prior
auth:canonical:canonical:pop:a03709d73062a925ce93d4af,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:ipk-US,lang:ipk-US,,canonical:pop:a03709d73062a925ce93d4af,legacy_canonical_population,pop:a03709d73062a925ce93d4af,language_population_or_context,speaker_or_reported_ability,persons_language_speaker_approximate,,2144,,POINT,2144,2144,Approximate public estimate attributed to Alaska Native Language Center data; not an ACS exact count.,,,,SRC_AMAR_US_ALASKA_EST,https://www.elections.ca/content.aspx?dir=comp%2Fmar2922&document=p8&lang=e&section=abo,,5C41624F2059811A6E030D184EAF6DDAFAB8730A1044D0C91CF714AF5CBFE064,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:missing_reference_year_partial_identification,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,e173690b864cc78a3c612896d0c45fd6515d0cfa040effc70b314c2eeaad8fca,6ce797785da77ae16fb543b25d2b9c48f7c76faaca2a90b9947b420600755858,1c08221a23df1a679a54c7e11139ecb172cd5ff224a78a8804e5343512808ff3,true,false
auth:canonical:canonical:pop:a0f69540c8c94eecf78cc8a8,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:ss-Latn-ZA,lang:ss-Latn-ZA,,canonical:pop:a0f69540c8c94eecf78cc8a8,legacy_canonical_population,pop:a0f69540c8c94eecf78cc8a8,language_population_or_context,percentage_only,percent,,,,NONE,,,Share of South Africa population reporting siSwati as household language,2022,,,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,,2C921374FAF819D65F19AFCE5DC6240B2EC02F68810144321AC8122FBC516B87,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_percentage_only,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,64b1efddb59f9929e30ca532a6d025c227272a46f976097bb27ba4ed31cc74cd,74faa21ea57569fc028fd86053ecf9ecdaf073cfb12d83321b7702ea8471b0c6,451824839d0017184d0514f04643508d92a23153adf7823aec86c1b60db97a16,true,false
auth:canonical:canonical:pop:a15c6e4ee31082c4afde22dc,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:kn-Knda-IN,lang:kn-Knda-IN,,canonical:pop:a15c6e4ee31082c4afde22dc,legacy_canonical_population,pop:a15c6e4ee31082c4afde22dc,language_population_or_context,l1,persons_L1,43506272,43506272,43506272,POINT,43506272,43506272,Raw Census mother-tongue count,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,d21af961503e205a03aae9f7a677fbeda0fc71a92204cc7286879f27c81dec16,e2d0017c2740e597398620710189100a7157a18b111dc08c6a5e508d65273867,6ab421e8cf73e19cec2123746a5cee226ac08c78d5e65d36d3bfdb54535959c4,true,false
auth:canonical:canonical:pop:a6b6435d855be4c853c0c779,EXCLUDE,none,target identity is unresolved/macro/context,edition-target:lang:unresolved-tag:chorote:argentina-people-self-identifying-as,lang:unresolved-tag:chorote:argentina-people-self-identifying-as,,canonical:pop:a6b6435d855be4c853c0c779,legacy_canonical_population,pop:a6b6435d855be4c853c0c779,language_population_or_context,percentage_only,percent_of_self_identified_people_speak_or_understand_own_language,,,,NONE,,,Share of the self-identified Chorote people who speak or understand the people's language; denominator count is not encoded here.,2022,,,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,,027D5DC42BC7608F18FF375E1661367F369D5EC1439FD9A4348A63FFF45E67B7,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact_name_identifier_unresolved,b72ed954a3f38ea5b26979366904ca2fb925b19c6d488eea224e8d86f4aaa776,7b89efa6bbeda5190c64121bfbbd46ff0cbfe74246b513fe02babb519b30964e,c45468e25bc2decc48fbabfab96192e521a1b42ce93fa234c4dacb2edc8541bb,true,false
auth:canonical:canonical:pop:a7ccf6f53787d76698104186,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:vmw-Latn-MZ,lang:vmw-Latn-MZ,,canonical:pop:a7ccf6f53787d76698104186,legacy_canonical_population,pop:a7ccf6f53787d76698104186,language_population_or_context,direct_reach_synthesis,people,6000000,7000000,8000000,INTERVAL,6000000,8000000,Rounded direct-reach range for Emakhuwa,,,,,,,,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:missing_reference_year_partial_identification,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,f7d824ab50d0c029f91e7fb76024a696b58ac720358dabbe66623e5b0549c1b9,b543a548bccfa90fba6892cbc868a716105e054f45ae976adb486102ae2c718f,6c0593cc88e495dfe274355d027caf33e83e08b45b6bc6bbf8e2067aa85d9ce6,true,false
auth:canonical:canonical:pop:a835e077ba3e6c32efee6233,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:srn-SR,lang:srn-SR,,canonical:pop:a835e077ba3e6c32efee6233,legacy_canonical_population,pop:a835e077ba3e6c32efee6233,language_population_or_context,households,households_main_language,,,,NONE,,,"Households using Sranan as main language; 50,143 households reported it second; not unique speakers.",2012,,,SRC_AMAR_SUR_CENSUS_2012,https://unstats.un.org/unsd/demographic-social/census/documents/Suriname/SUR-Census2012-vol3.pdf,,B12C0A2C12301F3465F92E2E57022695FE53C9E178C48D321B03293829907C1A,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,ac229552dcf342c9e20a02475d57307bad8a736a52cece3e4814811783877a14,792fe576ce76b04e0cdc9ec6902819ca0bbe0e60199efa4f9cd70d63490265b7,6dc3eb9ddccfcbcb6e23bf192dc6bfd9bea862b16a915448f2ce01f19e3e9003,true,false
auth:canonical:canonical:pop:a8afbb883774ec362df03bd6,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:yag-CL,lang:yag-CL,,canonical:pop:a8afbb883774ec362df03bd6,legacy_canonical_population,pop:a8afbb883774ec362df03bd6,language_population_or_context,speaker_or_reported_ability,persons_age5plus_speak_or_understand,,785,,POINT,785,785,People age 5+ who speak or understand Yagán.,2024,,,SRC_AMAR_CHL_INE_2024,https://censo2024.ine.gob.cl/wp-content/uploads/2025/12/sintesis_resultados_censo2024.pdf,,BFF05F428BCB22BEE1A2F4B0086AC2506EB34B8AA5029EDF1748E57F3AE980F5,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,a501532e783c93bd50962a2a04e03a1c14ba59b1af2eee9bad2ce7f4dde712cb,c4ff205661ce1ece26602fe1302ce841fc68e6de25a136e2b6cb02d4d25c7c35,105b8b088d5200154018cc212c81320fc4d62d12b695f90f16de763301ae85d1,true,false
auth:canonical:canonical:pop:a907d8aa1337cd5dc04f8208,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:ojw-CA,lang:ojw-CA,,canonical:pop:a907d8aa1337cd5dc04f8208,legacy_canonical_population,pop:a907d8aa1337cd5dc04f8208,language_population_or_context,speaker_or_reported_ability,persons_2021_language_knowledge,,3630,,POINT,3630,3630,People reporting knowledge of Saulteau / Western Ojibway; mother-tongue count 2590. Counts randomly rounded.,2021,,,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,0ccfe01f2b271f8e196dfd2ace620916647dc49cc767c37e0612b0b6dcc60b7d,8ebbb949d00678c6c9a4f98bf33891687b37952053285f067612f9cb8748e00a,6666232e7c943cc116bed0e10a2378c6b788098e92acf959233268cb93100e17,true,false
auth:canonical:canonical:pop:aa3625f74f46b80865bc80f1,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,,canonical:pop:aa3625f74f46b80865bc80f1,legacy_canonical_population,pop:aa3625f74f46b80865bc80f1,stage_opportunity,enrolment,persons,,18701000,,POINT,18701000,18701000,Full-time teachers in formal education in 2025,2025,,,SRC_MOE_EDU_2025,https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html,,B52E80E9543F76C3C5AA1E0D34BB3BACB35E3EE16BE5FF34A767A525F9D11E45,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_enrolment,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,ceecad0f5aae46e2f20db7b98e41437fbed073e8dda3da25ea41779094ac6c54,b4885d8b6a5a817582975fe1b3a13c1a9bbd5cb01251e071e117cc0b772f6b29,true,false
auth:canonical:canonical:pop:aa904709cd64ce9f123a7a1e,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:nah-Latn-MX,lang:nah-Latn-MX,,canonical:pop:aa904709cd64ce9f123a7a1e,legacy_canonical_population,pop:aa904709cd64ce9f123a7a1e,language_population_or_context,macro_speaker_count,people,1651958,1651958,1651958,POINT,1651958,1651958,Age 3+ census-group speaker count.,2020,,,SRC_MEXICO_CENSUS_2020,https://cuentame.inegi.org.mx/descubre/poblacion/hablantes_de_lengua_indigena/,,4095D6303EF8B58D0BC60A4F6E5F3B6334E6868824759FD9DC2315277A72BE67,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:split_required,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,bf18643f8664a68ed3f5d0e12032b6c9b0351843028d5ad51290e8ec768b3f2a,be250ef681acd39c6c8376f71482fca13fd1aa9f26148144fbcc2c7d5051ef63,250804041fd9867b50985b8ca39c35f7cf19e22515034fab5e5d11e22f5af020,true,false
auth:canonical:canonical:pop:aac6052dd56799696f7c5694,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:crm-CA,lang:crm-CA,,canonical:pop:aac6052dd56799696f7c5694,legacy_canonical_population,pop:aac6052dd56799696f7c5694,language_population_or_context,speaker_or_reported_ability,persons_2021_language_knowledge,,415,,POINT,415,415,People reporting knowledge of Ilimowin / Moose Cree; mother-tongue count 185. Counts randomly rounded.,2021,,,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,eef7911fa398dd73464fb764e81cb2ff23ce6aa66f97c3889048c9836cfad954,b067bb7e5a2d13585f550db35b1f8eef66381fde2b37ad7fe9413105b395a7e4,eb1547497af3b7950ee333388c4740323c1cb000d20bc9d4676d6ab147532d99,true,false
auth:canonical:canonical:pop:aacdbe0f9297248b46d20583,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,,canonical:pop:aacdbe0f9297248b46d20583,legacy_canonical_population,pop:aacdbe0f9297248b46d20583,stage_opportunity,enrolment,persons,,17663600,,POINT,17663600,17663600,Higher-vocational and associate students enrolled in 2025,2025,,,SRC_MOE_EDU_2025,https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html,,B52E80E9543F76C3C5AA1E0D34BB3BACB35E3EE16BE5FF34A767A525F9D11E45,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_enrolment,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,e226dac59d6f6d86cac22ee0e76a89b198aad126ff72a32e8ba707f692a2864b,bfaea68ce9ba20b45f67eae4573fa53bc682a0b0cbd312d7cb143d2f19952194,true,false
auth:canonical:canonical:pop:ab3f7ea7e89b8bb0fa118829,EXCLUDE,none,target identity is unresolved/macro/context,edition-target:lang:unresolved-tag:baikenu-uab-meto:timor-leste-baikenu-uab-meto-l1-comm,lang:unresolved-tag:baikenu-uab-meto:timor-leste-baikenu-uab-meto-l1-comm,,canonical:pop:ab3f7ea7e89b8bb0fa118829,legacy_canonical_population,pop:ab3f7ea7e89b8bb0fa118829,language_population_or_context,home_or_first_language,persons_L1,,69190,,POINT,69190,69190,2015 census L1 count reproduced in an open peer-reviewed study.,2015,,,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,,085656567BA1C231EA086EA6868221DD26261B344839681F32510E035ABFAFF8,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact_name_identifier_unresolved,0d56bca58c26e3732433c5dab4b8376c66a036a5a37882c550810b521956da47,55655a48afa73f95049dd1ccbf15ccc9243d45deccef0368a0c1e68b91c39e33,26ef21c813c039899f2f9c7454b7be0ea347518ce8191b16295783c803144adc,true,false
auth:canonical:canonical:pop:ab4c9448490115421d6fbaf7,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:sm-Latn-WS,lang:sm-Latn-WS,,canonical:pop:ab4c9448490115421d6fbaf7,legacy_canonical_population,pop:ab4c9448490115421d6fbaf7,language_population_or_context,territorial_exposure_ceiling,persons_resident_territory_ceiling,205557,205557,205557,POINT,205557,205557,Samoa resident population; not a Samoan-speaker count,2021,,,OIO_B1D3F3F2A172,https://www.sbs.gov.ws/documents/census/2021/Census_2021_Final_Report.pdf,,16379FE0378735CF3EE9E042B345E09A163CA82FFB9BB9AC1A5F367E8FBDC182,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,f5e8283d143038e5da0935eff50a7eccc68026270a6d5e3c3d34b6b1eb0dedcd,fbfced4b074ba8473b5c44c0dc7d87f535a09a7f5c5e70b52ea845f7e4a05740,824b5c30e49d7487bd3619c30d2a7855205006449a37383ce88e08af364f90e1,true,false
auth:canonical:canonical:pop:ad4aa2a6b7a507fecbac9d31,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:mfe-Latn-MU,lang:mfe-Latn-MU,,canonical:pop:ad4aa2a6b7a507fecbac9d31,legacy_canonical_population,pop:ad4aa2a6b7a507fecbac9d31,language_population_or_context,home_language_aggregate,persons_primary_or_only_creole_aggregate,968952,968952,968952,POINT,968952,968952,Census primary/only 'Creole' category for Republic tables excluding Agalega; includes Rodrigues and is not an exact Kreol Morisien count,2022,,,OIO_CA36C5E73C30,https://statsmauritius.govmu.org/Documents/Census_and_Surveys/Census2022/HPC_TR_Vol2_Demography_Yr22.pdf,,7EAB9B9EF3D77AC3CD511E999225897270518663ADEDFA83DBEAEB2B8C4A0190,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,d423cacc4e3aea47274cd2e3f453b66cedce23abee16aead7e0918a175caf764,c32f81291a7a2bfc1df32c29afbdf386fd287234bdc46aa9738c859e688d8a53,4cc1f5022cbc9d646b765d399bf86144a4fbec32eccee4ace5ef52293024ddaa,true,false
auth:canonical:canonical:pop:adc307888f76840dde175608,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,,canonical:pop:adc307888f76840dde175608,legacy_canonical_population,pop:adc307888f76840dde175608,language_population_or_context,territorial_or_age_exposure_ceiling,persons,,36243000,,POINT,36243000,36243000,Residents aged 65 and older; opportunity universe rather than measured educational-need count,2024,,,JPN-S001,https://www.stat.go.jp/data/jinsui/2024np/index.html,,10EED57EC19B44195D209E0026C3EDE6D25D4384AA3F2D42E8710D3B72CA59C3,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,eceefa302187a984fb6cf9c7370fc41cd83128abc68eaf0249bba7562eb93cda,2ad8d2c81888af12a98825abb350da586d532e821d0b069f144f2b64973305ae,db14a3ee24fdab28c264e94498bf208fed91d2a806f16eee47edefbbc91a1bc6,true,false
auth:canonical:canonical:pop:afafea95dd275726c602c270,EXCLUDE,none,target identity is unresolved/macro/context,edition-target:lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,,canonical:pop:afafea95dd275726c602c270,legacy_canonical_population,pop:afafea95dd275726c602c270,language_population_or_context,speaker_or_reported_ability,persons_within_named_people_reporting_same_named_language_knowledge_shared_where_noted,,23768,,POINT,23768,23768,"Shared same-named Nenets language-knowledge count; ethnic population 49,787; not split from Tundra Nenets.",2021,,,SRC_AMAR_RUS_ROSSTAT_2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab18_VPN-2020.xlsx,,956DCDC4DAFB2C4056DE3215632201BE1048798D53FBDF695D2C1C9E788484A4,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact_name_identifier_unresolved,06d367f0addccc3635e8191de9fed93d6af7fb86aeb8e0efe26ba1e88fcff315,9dfd7b09723134610af3b9490a4f107ce9c423aafa453af9e458ba10089b925b,09f25d56938fd2fc5d730f510279c571e56032272273653cfcbc917fb1d9bd1c,true,false
auth:canonical:canonical:pop:b0d44a4ede0d71d52fcd5788,EXCLUDE,none,target identity is unresolved/macro/context,edition-target:lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,,canonical:pop:b0d44a4ede0d71d52fcd5788,legacy_canonical_population,pop:b0d44a4ede0d71d52fcd5788,language_population_or_context,ethnicity_or_identity_proxy,persons_indigenous_identity_proxy,,4090,,POINT,4090,4090,People identifying with the Guaraní Occidental people; not a speaker count.,2022,,,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,,66B8A2510EFE96AF7B00FBD40D10BB42090B9CDEE5021FB34E0CD4E5AE1BA142,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact_name_identifier_unresolved,2bceb2730c09fc5770c5e5e9691cf93ef4db4ef79bfa55bcc7138244efc17553,ffe71f341e37f2c18e36c81b813bd0fc92a98da63245dda7249c0e0838c7519b,24ced28d2acf1861f39e4bb777bd0bf6a0da8c8ae053c3f56365d18aa9d20ac8,true,false
auth:canonical:canonical:pop:b133abe0a852d079e781a91f,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:bfn-Latn-TL,lang:bfn-Latn-TL,,canonical:pop:b133abe0a852d079e781a91f,legacy_canonical_population,pop:b133abe0a852d079e781a91f,language_population_or_context,home_or_first_language,persons_L1,,64686,,POINT,64686,64686,2015 census L1 count reproduced in an open peer-reviewed study.,2015,,,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,,085656567BA1C231EA086EA6868221DD26261B344839681F32510E035ABFAFF8,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,6651a64c9465d43d7bd553cfc6de8af81d220f6279be5fae6eea9ac26975d616,0a5273f03363207d285e897c8f0cbaa6ce538975075ba4b5ffd0571447af4106,e23e6869da0412582ae149450e289d46b73d3f0c2f6e1db30ed97b2cd604b46b,true,false
auth:canonical:canonical:pop:b1345564bfe8cd3e3207cfd3,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:id-Latn-ID,lang:id-Latn-ID,,canonical:pop:b1345564bfe8cd3e3207cfd3,legacy_canonical_population,pop:b1345564bfe8cd3e3207cfd3,stage_opportunity,enrolment,master's plus doctoral enrolments,,479045,,POINT,479045,479045,"Sum of 405,551 master's and 73,494 doctoral programme enrolments reported by PDDikti for 2025.",2025,,,PDDIKTI_HE_2025,https://lldikti3.kemdiktisaintek.go.id/wp-content/uploads/2026/05/Buku-Statistik-Pendidikan-Tinggi-Tahun-2025.pdf,,ADC93385E373B13ED97CF0188724F2C2D35475E8157E557C0863E8EA4E6E3AE4,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_enrolment,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,5c96ef25091ed52e18c4832379722db06e41de8a113bb546c85e8cb5ad8e77c3,5f013c4f7780077454d40c00d29436c3d015937bff9a9cb3a4e323ec6db4ea02,5927a7d9368237813946874b5208739a5341e41f047dc28812e3f54fc1ab2995,true,false
auth:canonical:canonical:pop:b198cd8a95b8f03c4f6ba425,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:nr-Latn-ZA,lang:nr-Latn-ZA,,canonical:pop:b198cd8a95b8f03c4f6ba425,legacy_canonical_population,pop:b198cd8a95b8f03c4f6ba425,language_population_or_context,percentage_only,percent,,,,NONE,,,Share of South Africa population reporting isiNdebele as household language,2022,,,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,,2C921374FAF819D65F19AFCE5DC6240B2EC02F68810144321AC8122FBC516B87,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_percentage_only,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,489ccc5e0db92f08ee846383f419b28f129d4e4b3ca2ec136d944d17bef17061,7991dc518dd5700cdb77c8b6340c0c389ae8f043742ae2591f1502618fd0240d,e9a7ffcfd7ae1573926f66493c59b02d59624d93c0a8f69c7b33d865a43af062,true,false
auth:canonical:canonical:pop:b2bc51a8af09b7a1857ac96d,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:id-Latn-ID,lang:id-Latn-ID,,canonical:pop:b2bc51a8af09b7a1857ac96d,legacy_canonical_population,pop:b2bc51a8af09b7a1857ac96d,stage_opportunity,enrolment,represented in-school 15-year-olds,,3790800,,POINT,3790800,3790800,"PISA 2022 weighted target population represented by 13,439 sampled students in 410 schools; about 85% of all Indonesian 15-year-olds.",2022,,,OECD_PISA_2022,https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/indonesia_c2e1ae0e-en.html,,0D4BF150C1C5AD77728A12452FF45E32ADC3AB780B3B346027CA021C232D3E3A,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_enrolment,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,5c96ef25091ed52e18c4832379722db06e41de8a113bb546c85e8cb5ad8e77c3,d7c43b24ddaef6962e30540d2b72875f954a619e04b0d0c45eb4fe85b63b8ed5,8f99ab7797c8769733c4dc879741581cdcbb6b80d9f0af0bc9afc979cef8880a,true,false
auth:canonical:canonical:pop:b2c1241d17e3e0cd61e9536b,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:fud-Latn-WF,lang:fud-Latn-WF,,canonical:pop:b2c1241d17e3e0cd61e9536b,legacy_canonical_population,pop:b2c1241d17e3e0cd61e9536b,language_population_or_context,territorial_exposure_ceiling,persons_island_population_ceiling,3063,3063,3063,POINT,3063,3063,Futuna resident population; not a Futunan-speaker count,2023,,,OIO_AEAB1D32F6F8,https://www.insee.fr/fr/statistiques/8272934,,973B73E5BB2054FC6E077CA0E5948AAF879C3283E65CA21E2ADC34F49E0723EB,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,2b71af402afc79086cb90ec6a120c65793453469dad481ac991a805967b3528f,f95521971195945f45c0c0b0b080525e3301d726b39714ba7873b3285f82fe12,1ebee2fb5b1e3e35926dcf8ba85ac1c587f52e8e7ce0e7cbabd98b11a000e8f8,true,false
auth:canonical:canonical:pop:b32ab588ff384a47fb4e0d3d,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:as-Beng-IN,lang:as-Beng-IN,,canonical:pop:b32ab588ff384a47fb4e0d3d,legacy_canonical_population,pop:b32ab588ff384a47fb4e0d3d,language_population_or_context,l1,persons_L1,14816414,14816414,14816414,POINT,14816414,14816414,Raw Census mother-tongue count,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,3e0cd6553a3f8763d39eefd1444349b970da3f2033ec29c9d7953b0d967f1b9d,63cb0019516439a8f5d8c7cd9d882c7a09ae7af4375ece3f7c96e83d4e760be2,3839632ea2f7c1711122a32b0f20d1427e9c57df27c601141ff32378afb7efae,true,false
