edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank
edition-target:lang:luo-Latn-KE,lang:luo-Latn-KE,canonical_language_edition,exact,Dholuo,luo-Latn-KE,Latn,written_or_multimodal,Kenya,KEN,0.000000,,4109463.785714,2054731.892857,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:KEN,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.30934415,0.50000000,0.40000000,0.44011887,0.50000000,0.41348547,0.09348547,0.73348547,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,33d79a2527a17b3fd3578f622d578914d1c472f43aa79245346fb04fd27baa0e,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:mad-Latn-ID,lang:mad-Latn-ID,canonical_language_edition,exact,Madurese,mad-Latn-ID,Latn,written_or_multimodal,Indonesia / Madurese daily home users age 5+,IDN,7743533.000000,7743533.000000,7743533.000000,7743533.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,IDN_BPS_LANG_2010,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html,BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,1,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,auth:canonical:canonical:pop:9c716ea01474c94ecbdbc6b0,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:9c716ea01474c94ecbdbc6b0,legacy_canonical_population,pop:9c716ea01474c94ecbdbc6b0,language_population_or_context,803dc840230c855cbbc1c034c72c4d24c498a4e0c61226623e109ea8a79a0a99,575008510fd65d5663ead85940093f0919d96dcde3d9c6035f083fc2b674492e,a963caae1129f8f08515049d3bebaecf34300ffbf3458c6fa1121e358d8f0384,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,true,false,POINT,,7743533,,7743533,7743533,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,0.35924457,0.03924457,0.67924457,303891.644195,2781822.204195,5259752.764195,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,803dc840230c855cbbc1c034c72c4d24c498a4e0c61226623e109ea8a79a0a99,1959959.978501,2820241.409441,2817914.394091,3608224.866042,1.959959978501,2.820241409441,2.817914394091,3.608224866042,256,6,81,POSSIBLE,DEFINITE,47,0.000000,1.000000,46
edition-target:lang:mag-Deva-IN,lang:mag-Deva-IN,canonical_language_edition,exact,Magahi,mag-Deva-IN,Deva,written_or_multimodal,India / especially Bihar and Jharkhand,IND,12706825.000000,12706825.000000,12706825.000000,12706825.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,Mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,1,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:9ef36b874f6ef94a6573a71b,legacy_canonical_population,pop:9ef36b874f6ef94a6573a71b,language_population_or_context,ed90a68047c1eadc13c540a0f1c2809407dabb4604081309c5ab6e2bab707b33,f4d0c3792be660d69f1d00154f1c22ee12123742342dd78d148b32c5e31f854f,f552792d63b71d07faeb9cb737371eeaca960fc990a40ff796c454d9d7324e8e,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,true,false,POINT,12706825,12706825,12706825,12706825,12706825,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,0.37001567,0.05001567,0.69001567,635540.417307,4701724.417307,8767908.417307,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ed90a68047c1eadc13c540a0f1c2809407dabb4604081309c5ab6e2bab707b33,3514471.878789,4708245.092111,4701252.562015,5949806.398611,2.880714654745,3.859217288616,3.853485706570,4.876890490665,256,4,71,POSSIBLE,DEFINITE,42,0.000000,1.000000,44
edition-target:lang:mag-Deva-NP,lang:mag-Deva-NP,canonical_language_edition,exact,Magahi,mag-Deva-NP,Deva,written_or_multimodal,Nepal / Terai communities,NPL,230117.000000,230117.000000,230117.000000,230117.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,NPL_LANG_2021,https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:034692087acb25c6eafbc401,1,auth:canonical:canonical:pop:034692087acb25c6eafbc401,auth:canonical:canonical:pop:034692087acb25c6eafbc401,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:034692087acb25c6eafbc401,legacy_canonical_population,pop:034692087acb25c6eafbc401,language_population_or_context,6c9b491cdbaf379eebca3cac61ca161ba58cbfecf00ab899ed9583a286af6726,081be0724531b1548014a3492e5463c512e4e8d5ac2cedb7bce17e0679f8faf7,d9d7ae7f04a07244ca14e68f259c257be4fec224ca89dd25179aa1c258359473,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,true,false,POINT,230117,230117,230117,230117,230117,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,25312.870000,98950.310000,172587.750000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6c9b491cdbaf379eebca3cac61ca161ba58cbfecf00ab899ed9583a286af6726,70866.935781,98700.883062,98770.216081,124501.103995,0.058087652280,0.080902363166,0.080959193509,0.102050085242,256,61,127,OUTSIDE,POSSIBLE,85,0.000000,1.000000,89
edition-target:lang:mai-Deva-IN,lang:mai-Deva-IN,canonical_language_edition,exact,Maithili (India),mai-Deva-IN,Deva,written_or_multimodal,India / especially Bihar and Jharkhand,IND,13353347.000000,13353347.000000,13353347.000000,13353347.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,1,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:3dbb0ea3594e28b76172dace,legacy_canonical_population,pop:3dbb0ea3594e28b76172dace,language_population_or_context,d8cd9fffad377811830e0cbac54656c27d90ac041bcb646dfbd188e06ee59d07,21a8eb618338d348f5ef30c9f0f42825dfcef152c3eb6495cc4d272e96a3f723,63365387f323554862e9c029400f3341a22edde46bc48730fe2bfc1ffa22cf78,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,true,false,POINT,13353347,13353347,13353347,13353347,13353347,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,0.37001567,0.05001567,0.69001567,667876.650920,4940947.690920,9214018.730920,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic nonoverlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,d8cd9fffad377811830e0cbac54656c27d90ac041bcb646dfbd188e06ee59d07,3709854.584063,4959628.354614,4982143.136050,6278214.597699,3.040864413166,4.065269143126,4.083723882009,5.146077539098,256,4,70,POSSIBLE,DEFINITE,41,0.000000,1.000000,42
edition-target:lang:mai-Deva-NP,lang:mai-Deva-NP,canonical_language_edition,exact,Maithili (Nepal),mai-Deva-NP,Deva,written_or_multimodal,Nepal / especially Madhesh/Terai,NPL,3222389.000000,3222389.000000,3222389.000000,3222389.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,NPL_LANG_2021,https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,1,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,auth:canonical:canonical:pop:f5fe74bef65af636ea7f2c74,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f5fe74bef65af636ea7f2c74,legacy_canonical_population,pop:f5fe74bef65af636ea7f2c74,language_population_or_context,0a63e6711589b964fbe8876291137cb5409f50b285a44aa836fc1a7494fd7097,65b6809f534fee44ead77216356fba4118dc528a34caab6c88a72838b1fda418,ea6c515cb19e4d72ca54e9dd1e86cc7d4a9d0503449e5854a18b24aa9e44bc7c,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,true,false,POINT,3222389,3222389,3222389,3222389,3222389,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,354462.790000,1385627.270000,2416791.750000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,0a63e6711589b964fbe8876291137cb5409f50b285a44aa836fc1a7494fd7097,980671.547235,1397626.978998,1391921.063448,1741020.041971,0.803829137078,1.145595884425,1.140918904466,1.427065608173,256,24,78,OUTSIDE,DEFINITE,58,0.000000,1.000000,61
edition-target:lang:mam-GT,lang:mam-GT,canonical_language_edition,exact,Mam,mam-GT,Latn,written_or_multimodal,Guatemala / ALMG language communities,GTM,590641.000000,590641.000000,590641.000000,590641.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,SRC_AMAR_GTM_INE_2018,https://censo2018.ine.gob.gt/archivos/resultados_censo2018.pdf,People age 4+ reporting Mam as mother tongue.,2018,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72,2,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:mam-Latn-GT,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:56b541179f9129b8fbc7fb72,legacy_canonical_population,pop:56b541179f9129b8fbc7fb72,language_population_or_context,40419142c5b803cdd527fd72a3cc03ae1be932079206f58ddd1fcc1074fead1e,6da97f41b75b51ea346944ca3143b779a8cce14ccc35c518f9b3f1449fc707ee,d488b19126d919a3fa7c179f93f3ae2c492a8e461a411f0a10d1ebb6c6b43dbd,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,true,false,POINT,,590641,,590641,590641,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.47400000,0.15400000,0.79400000,90958.714000,279963.834000,468968.954000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""explicit schooling-language transition context; no language-specific rate""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,40419142c5b803cdd527fd72a3cc03ae1be932079206f58ddd1fcc1074fead1e,209825.472235,280068.809588,279558.027219,340548.706595,0.209825472235,0.280068809588,0.279558027219,0.340548706595,256,50,95,OUTSIDE,DEFINITE,72,0.000000,1.000000,72
edition-target:lang:mas-Latn-KE,lang:mas-Latn-KE,canonical_language_edition,exact,Maasai,mas-Latn-KE,Latn,written_or_multimodal,Kenya,KEN,0.000000,,4109463.785714,2054731.892857,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:KEN,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.30934415,0.50000000,0.40000000,0.44011887,0.50000000,0.41348547,0.09348547,0.73348547,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,cf2b99c55cba0e13b113a0947f30328d692375d8052781db8468588fe9eb60de,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:mas-Latn-TZ,lang:mas-Latn-TZ,canonical_language_edition,exact,Maasai,mas-Latn-TZ,Latn,written_or_multimodal,Tanzania,TZA,0.000000,,5038990.357143,2519495.178571,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:TZA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.52608958,0.50000000,0.40000000,0.58218950,0.50000000,0.47672445,0.15672445,0.79672445,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6c76a007f041403016f8e3afa156772e10c5c4776659c7f5538dbabbf5846f00,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:mav-BR,lang:mav-BR,canonical_language_edition,exact,Sateré-Mawé,mav-BR,Latn,written_or_multimodal,Brazil / Sateré-Mawé communities,BRA,0.000000,,11200652.894737,5600326.447368,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:BRA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.17404569,0.50000000,0.40000000,0.07868264,0.50000000,0.33582471,0.01582471,0.65582471,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,0462408c51359ed1f45ab6cc9ad8f576294b26d5a70fa778b7068c2e0bd85263,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:mch-VE,lang:mch-VE,canonical_language_edition,exact,Ye’kwana,mch-VE,Latn,written_or_multimodal,Venezuela / Ye’kwana communities,VEN,0.000000,,820000000.000000,410000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,35e02694b2018764fb753d7449653f08626e0383637c8e900a1aede021cd5db7,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:mdh-Latn-PH,lang:mdh-Latn-PH,canonical_language_edition,exact,Maguindanaon,mdh-Latn-PH,Latn,written_or_multimodal,"BARMM, Philippines / Maguindanaon ethnicity proxy",PHL,0.000000,,6488164.555556,3244082.277778,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:PHL,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.29084985,0.50000000,0.40000000,0.18968495,0.50000000,0.37472586,0.05472586,0.69472586,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,36aa3601f0a3eab5b1607c22edc68b41c8b3d43818231490bb430602ba11741b,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
